Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-05-02,21.823,21.921,21.628,21.823,28817853,0.0,0
2018-05-03,21.677,21.677,21.334,21.53,44811838,0.0,0
2018-05-04,21.823,21.823,21.285,21.383,42060849,0.0,0
2018-05-07,21.383,21.677,21.138,21.53,30050603,0.0,0
2018-05-08,21.677,22.264,21.628,21.97,58246357,0.0,0
2018-05-09,22.264,22.264,21.823,22.068,23956961,0.0,0
2018-05-10,22.166,22.215,21.921,22.068,24798270,0.0,0
2018-05-11,22.166,22.166,21.921,22.068,29489235,0.0,0
2018-05-14,22.215,22.411,22.166,22.215,23626784,0.0,0
2018-05-15,22.215,22.264,22.019,22.068,21337317,0.0,0
2018-05-16,21.872,22.166,21.823,22.117,23807404,0.0,0
2018-05-17,22.264,22.264,21.726,21.921,22783970,0.0,0
2018-05-18,21.872,22.068,21.823,21.921,20215487,0.0,0
2018-05-21,22.068,22.215,21.872,21.872,29704559,0.0,0
2018-05-23,21.579,21.726,21.432,21.53,35544272,0.0,0
2018-05-24,21.579,21.677,21.432,21.579,17274052,0.0,0
2018-05-25,21.579,21.579,21.432,21.53,13163706,0.0,0
2018-05-28,21.579,21.872,21.481,21.628,22452854,0.0,0
2018-05-29,21.579,21.579,21.285,21.53,31114154,0.0,0
2018-05-30,21.138,21.334,20.992,21.187,38145786,0.0,0
2018-05-31,21.334,21.628,21.089,21.432,55709254,0.0,0
2018-06-01,21.579,21.823,21.432,21.579,78030138,0.0,0
2018-06-04,21.726,22.313,21.677,22.117,64204985,0.0,0
2018-06-05,22.117,22.606,22.117,22.313,61630541,0.0,0
2018-06-06,22.362,22.508,22.313,22.313,33626965,0.0,0
2018-06-07,22.508,22.704,22.411,22.557,35240806,0.0,0
2018-06-08,22.508,22.557,22.215,22.313,37911481,0.0,0
2018-06-11,22.215,22.508,22.215,22.362,24962571,0.0,0
2018-06-12,22.362,22.557,22.215,22.411,27945859,0.0,0
2018-06-13,22.5,22.5,22.15,22.35,29221468,0.48944,0
2018-06-14,22.35,22.65,22.1,22.25,23689564,0.0,0
2018-06-15,22.0,22.15,21.85,21.95,38528191,0.0,0
2018-06-19,21.7,21.7,20.95,21.35,69664737,0.0,0
2018-06-20,21.3,21.65,21.1,21.4,41206217,0.0,0
2018-06-21,21.5,21.5,20.8,21.0,51302287,0.0,0
2018-06-22,20.8,20.95,20.6,20.85,41536250,0.0,0
2018-06-25,20.95,20.95,20.35,20.55,36264783,0.0,0
2018-06-26,20.65,20.65,20.2,20.4,44515168,0.0,0
2018-06-27,20.5,20.5,20.0,20.1,40781715,0.0,0
2018-06-28,20.0,20.2,19.68,19.98,68528303,0.0,0
2018-06-29,20.05,20.3,19.98,20.25,26298221,0.0,0
2018-07-03,19.86,19.9,19.48,19.86,54894730,0.0,0
2018-07-04,19.78,20.1,19.38,19.54,41229472,0.0,0
2018-07-05,19.3,19.6,18.96,19.24,70834648,0.0,0
2018-07-06,19.22,19.44,18.88,19.16,57108626,0.0,0
2018-07-09,19.56,20.1,19.4,19.66,48622590,0.0,0
2018-07-10,20.3,20.3,19.88,19.88,36253071,0.0,0
2018-07-11,19.0,19.6,19.0,19.6,30309115,0.0,0
2018-07-12,19.44,19.98,19.42,19.78,33211289,0.0,0
2018-07-13,19.82,20.05,19.82,19.86,29878875,0.0,0
2018-07-16,19.92,20.0,19.7,19.84,27166968,0.0,0
2018-07-17,19.86,19.86,19.48,19.6,39861847,0.0,0
2018-07-18,19.7,19.9,19.48,19.54,26478942,0.0,0
2018-07-19,19.6,20.25,19.6,19.74,61845821,0.0,0
2018-07-20,20.0,20.25,19.58,19.98,36254259,0.0,0
2018-07-23,20.1,20.15,19.54,19.82,34487019,0.0,0
2018-07-24,19.9,20.3,19.8,20.1,37875390,0.0,0
2018-07-25,20.05,20.3,19.98,20.2,42167341,0.0,0
2018-07-26,20.25,20.3,19.88,20.05,32258789,0.0,0
2018-07-27,20.0,20.1,19.84,20.05,15719076,0.0,0
2018-07-30,19.98,20.05,19.7,19.9,35221364,0.0,0
2018-07-31,19.8,19.88,19.54,19.58,46403168,0.0,0
2018-08-01,19.78,19.84,19.38,19.52,30691944,0.0,0
2018-08-02,19.36,19.46,18.88,19.0,53869159,0.0,0
2018-08-03,18.94,19.1,18.82,18.94,34491549,0.0,0
2018-08-06,19.1,19.16,18.74,18.86,33266786,0.0,0
2018-08-07,18.74,19.12,18.74,19.08,23805250,0.0,0
2018-08-08,19.08,19.2,18.96,19.12,30173043,0.0,0
2018-08-09,19.0,19.36,18.9,19.32,27842093,0.0,0
2018-08-10,19.2,19.42,19.12,19.16,14578313,0.0,0
2018-08-13,18.6,19.08,18.6,18.96,34912069,0.0,0
2018-08-14,18.86,19.06,18.78,18.88,19784551,0.0,0
2018-08-15,19.06,19.06,18.32,18.46,60102739,0.0,0
2018-08-16,18.1,18.72,18.08,18.5,26548220,0.0,0
2018-08-17,18.6,18.68,18.3,18.44,27384450,0.0,0
2018-08-20,18.46,18.64,18.34,18.56,26784930,0.0,0
2018-08-21,18.5,18.78,18.5,18.64,30858933,0.0,0
2018-08-22,18.7,18.86,18.4,18.82,38984928,0.0,0
2018-08-23,18.74,19.08,18.58,18.7,25449760,0.0,0
2018-08-24,18.3,18.44,18.3,18.4,45981283,0.0,0
2018-08-27,18.56,18.76,18.36,18.64,39711390,0.0,0
2018-08-28,18.64,18.86,18.64,18.68,39685144,0.0,0
2018-08-29,18.66,18.72,18.46,18.54,31294109,0.0,0
2018-08-30,18.6,18.6,18.1,18.16,51904429,0.0,0
2018-08-31,17.8,17.98,17.68,17.74,66282256,0.0,0
2018-09-03,17.66,17.8,17.64,17.76,25434165,0.0,0
2018-09-04,17.76,17.92,17.6,17.86,21025237,0.0,0
2018-09-05,17.58,17.78,17.28,17.38,47963008,0.0,0
2018-09-06,17.08,17.26,16.94,17.04,57130818,0.0,0
2018-09-07,17.0,17.18,16.74,16.9,62800812,0.0,0
2018-09-10,16.78,16.88,16.62,16.78,57216450,0.0,0
2018-09-11,16.8,16.92,16.6,16.68,43592785,0.0,0
2018-09-12,16.5,16.7,16.42,16.62,37401684,0.0,0
2018-09-13,16.98,17.0,16.66,16.9,45902422,0.0,0
2018-09-14,17.04,17.04,16.76,16.94,23242868,0.0,0
2018-09-17,16.76,16.94,16.72,16.9,34997041,0.0,0
2018-09-18,16.96,17.18,16.72,17.06,31930001,0.0,0
2018-09-19,17.2,17.4,17.1,17.28,37293074,0.0,0
2018-09-20,17.44,17.56,17.36,17.48,28582481,0.0,0
2018-09-21,17.66,18.06,17.62,17.94,56897047,0.0,0
2018-09-24,17.74,17.88,17.38,17.56,30127160,0.0,0
2018-09-26,17.68,17.98,17.52,17.7,32416631,0.0,0
