Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-05-02,6.99,6.99,6.99,6.99,0,0.0,0
2018-05-03,6.2,6.36,6.06,6.27,24734566,0.0,0
2018-05-04,6.25,6.38,6.24,6.31,11570800,0.0,0
2018-05-07,6.32,6.37,6.29,6.35,14979575,0.0,0
2018-05-08,6.35,6.51,6.31,6.45,15367119,0.0,0
2018-05-09,6.44,6.45,6.35,6.43,6978655,0.0,0
2018-05-10,6.43,6.47,6.31,6.37,9135897,0.0,0
2018-05-11,6.37,6.39,6.21,6.25,11705194,0.0,0
2018-05-14,6.25,6.28,6.12,6.14,16021199,0.0,0
2018-05-15,6.15,6.22,6.1,6.18,10953375,0.0,0
2018-05-16,6.14,6.34,6.14,6.25,8499703,0.0,0
2018-05-17,6.23,6.29,6.12,6.17,8867748,0.0,0
2018-05-18,6.17,6.32,6.16,6.29,9604866,0.0,0
2018-05-21,6.32,6.45,6.3,6.35,13607642,0.0,0
2018-05-22,6.34,6.39,6.29,6.35,7216300,0.0,0
2018-05-23,6.35,6.35,6.2,6.21,9303626,0.0,0
2018-05-24,6.18,6.27,6.14,6.15,9935700,0.0,0
2018-05-25,6.19,6.31,6.1,6.29,11460757,0.0,0
2018-05-28,6.24,6.27,6.03,6.04,15405473,0.0,0
2018-05-29,6.09,6.2,6.06,6.15,11041576,0.0,0
2018-05-30,6.1,6.15,5.94,6.01,9946018,0.0,0
2018-05-31,6.04,6.1,5.96,6.0,8207252,0.0,0
2018-06-01,5.98,6.09,5.95,6.09,9827205,0.0,0
2018-06-04,6.09,6.11,6.0,6.05,7509890,0.0,0
2018-06-05,6.02,6.07,6.0,6.07,6746353,0.0,0
2018-06-06,6.07,6.21,6.02,6.17,7665455,0.0,0
2018-06-07,6.15,6.19,6.05,6.07,7781591,0.0,0
2018-06-08,6.07,6.1,5.97,6.02,6684509,0.0,0
2018-06-11,6.0,6.07,5.99,6.02,4746619,0.0,0
2018-06-12,6.01,6.1,6.0,6.08,6955563,0.0,0
2018-06-13,6.08,6.1,6.01,6.02,7452115,0.0,0
2018-06-14,6.02,6.06,6.01,6.02,4582289,0.0,0
2018-06-15,6.02,6.08,5.81,5.91,12032750,0.0,0
2018-06-19,5.83,5.84,5.31,5.45,16440578,0.0,0
2018-06-20,5.42,5.68,5.37,5.62,8820768,0.0,0
2018-06-21,5.59,5.68,5.45,5.51,6887681,0.0,0
2018-06-22,5.51,5.62,5.47,5.59,5863187,0.0,0
2018-06-25,5.6,5.72,5.5,5.5,6934699,0.0,0
2018-06-26,5.45,5.68,5.45,5.6,6201445,0.0,0
2018-06-27,5.58,5.74,5.58,5.7,7028849,0.0,0
2018-06-28,5.63,5.82,5.63,5.66,5493381,0.0,0
2018-06-29,5.77,5.78,5.65,5.76,4738916,0.0,0
2018-07-02,5.75,5.78,5.6,5.68,6964249,0.0,0
2018-07-03,5.64,5.69,5.57,5.67,6231233,0.0,0
