Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-05-02,6.03,6.055,5.989,6.014,61716925,0.0,0.0
2018-05-03,5.973,6.006,5.957,5.965,33554342,0.0,0.0
2018-05-04,5.965,5.998,5.924,5.94,58898616,0.0,0.0
2018-05-07,5.957,5.998,5.94,5.965,24120355,0.0,0.0
2018-05-08,5.965,6.071,5.965,6.03,45215312,0.0,0.0
2018-05-09,6.03,6.112,6.014,6.071,34160944,0.0,0.0
2018-05-10,6.088,6.112,6.014,6.03,38926116,0.0,0.0
2018-05-11,6.055,6.121,6.047,6.063,30248453,0.0,0.0
2018-05-14,6.145,6.194,6.112,6.178,33623736,0.0,0.0
2018-05-15,6.17,6.194,6.08,6.112,40616455,0.0,0.0
2018-05-16,6.096,6.129,6.047,6.104,21609031,0.0,0.0
2018-05-17,6.112,6.129,6.03,6.047,29499433,0.0,0.0
2018-05-18,6.039,6.104,6.039,6.096,22403100,0.0,0.0
2018-05-21,6.145,6.145,6.08,6.088,34289070,0.0,0.0
2018-05-23,6.08,6.088,6.006,6.014,42428888,0.0,0.0
2018-05-24,6.047,6.121,6.022,6.08,45255096,0.0,0.0
2018-05-25,6.112,6.129,6.071,6.121,29285328,0.0,0.0
2018-05-28,6.121,6.153,6.063,6.104,29728956,0.0,0.0
2018-05-29,6.071,6.096,6.039,6.055,29113706,0.0,0.0
2018-05-30,6.03,6.055,5.94,5.957,52512547,0.0,0.0
2018-05-31,5.989,6.137,5.973,6.137,72670332,0.0,0.0
2018-06-01,6.137,6.137,6.047,6.08,71408658,0.0,0.0
2018-06-04,6.137,6.227,6.096,6.203,40524806,0.0,0.0
2018-06-05,6.121,6.194,6.112,6.121,27386382,0.0,0.0
2018-06-06,6.162,6.178,6.137,6.162,13186609,0.0,0.0
2018-06-07,6.203,6.219,6.17,6.211,22151976,0.0,0.0
2018-06-08,6.219,6.219,6.022,6.047,41782926,0.0,0.0
2018-06-11,6.047,6.104,5.989,6.022,34879471,0.0,0.0
2018-06-12,6.022,6.039,5.998,6.022,34252651,0.0,0.0
2018-06-13,6.022,6.063,5.948,5.957,36696884,0.0,0.0
2018-06-14,5.94,5.973,5.924,5.924,34725658,0.0,0.0
2018-06-15,5.932,5.965,5.891,5.932,41427176,0.0,0.0
2018-06-19,5.915,5.915,5.735,5.751,78861072,0.0,0.0
2018-06-20,5.743,5.866,5.743,5.817,36826649,0.0,0.0
2018-06-21,5.842,5.866,5.743,5.76,33828824,0.0,0.0
