Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-05-02,7.34,7.43,7.32,7.34,18496267,0.0,0
2018-05-03,7.32,7.41,7.3,7.4,18837037,0.0,0
2018-05-04,7.42,7.42,7.34,7.36,10796153,0.0,0
2018-05-07,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-08,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-09,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-10,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-11,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-14,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-15,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-16,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-17,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-18,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-21,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-22,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-23,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-24,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-25,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-28,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-29,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-30,7.36,7.36,7.36,7.36,0,0.0,0
2018-05-31,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-01,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-04,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-05,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-06,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-07,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-08,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-11,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-12,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-13,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-14,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-15,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-19,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-20,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-21,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-22,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-25,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-26,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-27,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-28,7.36,7.36,7.36,7.36,0,0.0,0
2018-06-29,7.36,7.36,7.36,7.36,0,0.0,0
2018-07-02,7.36,7.36,7.36,7.36,0,0.0,0
2018-07-03,7.36,7.36,7.36,7.36,0,0.0,0
2018-07-04,7.36,7.36,7.36,7.36,0,0.0,0
2018-07-05,7.36,7.36,7.36,7.36,0,0.0,0
2018-07-06,7.36,7.36,7.36,7.36,0,0.0,0
2018-07-09,7.36,7.36,7.36,7.36,0,0.0,0
2018-07-10,7.36,7.36,7.36,7.36,0,0.0,0
2018-07-11,7.36,7.36,7.36,7.36,0,0.0,0
2018-07-12,7.36,7.36,7.36,7.36,0,0.0,0
2018-07-13,7.36,7.36,7.36,7.36,0,0.0,0
2018-07-16,7.36,7.36,7.36,7.36,0,0.0,0
2018-07-17,7.36,7.36,7.36,7.36,0,0.0,0
2018-07-18,7.47,7.47,7.47,7.47,0,0.113,0
2018-07-19,7.47,7.47,7.47,7.47,0,0.0,0
2018-07-20,7.47,7.47,7.47,7.47,0,0.0,0
2018-07-23,7.47,7.47,7.47,7.47,0,0.0,0
2018-07-24,7.47,7.47,7.47,7.47,0,0.0,0
2018-07-25,7.47,7.47,7.47,7.47,0,0.0,0
2018-07-26,7.47,7.47,7.47,7.47,0,0.0,0
2018-07-27,7.47,7.47,7.47,7.47,0,0.0,0
2018-07-30,7.47,7.47,7.47,7.47,0,0.0,0
2018-07-31,7.47,7.47,7.47,7.47,0,0.0,0
2018-08-01,7.47,7.47,7.47,7.47,0,0.0,0
2018-08-02,7.47,7.47,7.47,7.47,0,0.0,0
2018-08-03,7.47,7.47,7.47,7.47,0,0.0,0
2018-08-06,7.47,7.47,7.47,7.47,0,0.0,0
2018-08-07,7.47,7.47,7.47,7.47,0,0.0,0
2018-08-08,7.47,7.47,7.47,7.47,0,0.0,0
2018-08-09,7.47,7.47,7.47,7.47,0,0.0,0
2018-08-10,7.47,7.47,7.47,7.47,0,0.0,0
2018-08-13,7.47,7.47,7.47,7.47,0,0.0,0
2018-08-14,7.47,7.47,7.47,7.47,0,0.0,0
2018-08-15,7.47,7.47,7.47,7.47,0,0.0,0
2018-08-16,7.47,7.47,7.47,7.47,0,0.0,0
2018-08-17,7.47,7.47,7.47,7.47,0,0.0,0
2018-08-20,7.25,7.36,6.88,6.96,73578783,0.0,0
2018-08-21,6.91,7.47,6.89,7.32,60903070,0.0,0
2018-08-22,7.22,7.28,7.1,7.13,31870352,0.0,0
2018-08-23,7.13,7.16,6.97,7.09,27055608,0.0,0
2018-08-24,7.09,7.1,7.0,7.01,14181976,0.0,0
2018-08-27,7.08,7.17,7.03,7.15,22700366,0.0,0
2018-08-28,7.14,7.2,7.13,7.18,17344839,0.0,0
2018-08-29,7.18,7.23,7.12,7.15,12757460,0.0,0
2018-08-30,7.14,7.18,7.01,7.02,17258565,0.0,0
2018-08-31,7.01,7.25,7.01,7.18,28402378,0.0,0
2018-09-03,7.18,7.23,7.13,7.21,19625297,0.0,0
2018-09-04,7.2,7.29,7.16,7.27,19430131,0.0,0
2018-09-05,7.2,7.28,7.09,7.09,14577515,0.0,0
2018-09-06,7.08,7.21,7.05,7.11,15023648,0.0,0
2018-09-07,7.1,7.22,7.08,7.18,24543405,0.0,0
2018-09-10,7.16,7.21,7.1,7.11,14671517,0.0,0
2018-09-11,7.17,7.17,7.08,7.13,13735259,0.0,0
2018-09-12,7.08,7.16,7.06,7.13,13603636,0.0,0
2018-09-13,7.23,7.27,7.15,7.23,17872014,0.0,0
2018-09-14,7.27,7.27,7.18,7.22,10795539,0.0,0
2018-09-17,7.2,7.21,7.12,7.17,12155310,0.0,0
2018-09-18,7.13,7.78,7.13,7.6,67652625,0.0,0
2018-09-19,7.52,7.61,7.44,7.54,41157252,0.0,0
2018-09-20,7.56,7.61,7.5,7.54,26928899,0.0,0
2018-09-21,7.56,7.68,7.53,7.63,32789304,0.0,0
2018-09-25,7.58,7.69,7.54,7.68,25648836,0.0,0
2018-09-26,7.67,7.71,7.55,7.58,35338576,0.0,0
2018-09-27,7.63,7.79,7.57,7.72,51403087,0.0,0
2018-09-28,7.73,7.84,7.67,7.77,32001676,0.0,0
2018-10-08,7.65,7.92,7.64,7.75,43910666,0.0,0
2018-10-09,7.69,7.81,7.58,7.76,25842248,0.0,0
2018-10-10,7.79,8.07,7.75,7.9,43397259,0.0,0
2018-10-11,7.68,7.85,7.4,7.53,49667647,0.0,0
2018-10-12,7.54,7.82,7.54,7.79,41909651,0.0,0
2018-10-15,7.73,7.91,7.58,7.6,38799621,0.0,0
2018-10-16,7.63,7.76,7.44,7.5,24185018,0.0,0
2018-10-17,7.61,7.77,7.57,7.69,35798565,0.0,0
2018-10-18,7.65,7.7,7.31,7.38,35686764,0.0,0
2018-10-19,7.38,7.5,7.21,7.43,35147594,0.0,0
2018-10-22,7.46,7.79,7.42,7.64,48308743,0.0,0
2018-10-23,7.61,7.74,7.42,7.49,42848735,0.0,0
2018-10-24,7.49,7.53,7.21,7.28,42923900,0.0,0
2018-10-25,7.16,7.21,7.05,7.2,33070161,0.0,0
2018-10-26,7.23,7.28,7.11,7.16,28423330,0.0,0
2018-10-29,7.24,7.26,7.06,7.11,28248763,0.0,0
2018-10-30,7.2,7.2,7.08,7.13,24855315,0.0,0
2018-10-31,7.18,7.57,7.14,7.39,81531867,0.0,0
2018-11-01,7.59,7.64,7.38,7.41,57502937,0.0,0
2018-11-02,7.47,7.74,7.47,7.65,90856680,0.0,0
2018-11-05,7.65,7.71,7.56,7.62,36279629,0.0,0
2018-11-06,7.59,7.64,7.49,7.56,23890962,0.0,0
2018-11-07,7.56,7.6,7.48,7.52,24826826,0.0,0
2018-11-08,7.59,7.62,7.41,7.42,32132891,0.0,0
2018-11-09,7.4,7.42,7.27,7.29,24758785,0.0,0
2018-11-12,7.29,7.37,7.28,7.35,26368266,0.0,0
2018-11-13,7.25,7.35,7.17,7.34,45538052,0.0,0
2018-11-14,7.32,7.34,7.27,7.28,28969479,0.0,0
2018-11-15,7.29,7.45,7.28,7.39,44422805,0.0,0
2018-11-16,7.41,7.44,7.37,7.41,43330025,0.0,0
2018-11-19,7.44,7.55,7.41,7.55,39671588,0.0,0
2018-11-20,7.54,7.66,7.45,7.46,41487586,0.0,0
2018-11-21,7.41,7.62,7.39,7.48,37974905,0.0,0
2018-11-22,7.49,7.55,7.41,7.44,36243062,0.0,0
2018-11-23,7.48,7.59,7.35,7.35,42857229,0.0,0
2018-11-26,7.38,7.4,7.2,7.25,29328444,0.0,0
2018-11-27,7.25,7.3,7.2,7.23,20546745,0.0,0
2018-11-28,7.2,7.29,7.2,7.26,24037744,0.0,0
2018-11-29,7.32,7.35,7.15,7.15,38663768,0.0,0
2018-11-30,7.16,7.21,7.13,7.18,31056017,0.0,0
2018-12-03,7.33,7.34,7.21,7.25,53251714,0.0,0
2018-12-04,7.22,7.31,7.21,7.27,33300701,0.0,0
2018-12-05,7.21,7.24,7.17,7.18,27433482,0.0,0
2018-12-06,7.1,7.15,7.08,7.1,30786563,0.0,0
2018-12-07,7.1,7.25,7.09,7.17,38534382,0.0,0
2018-12-10,7.15,7.28,7.13,7.2,40632393,0.0,0
2018-12-11,7.25,7.25,7.12,7.17,24132601,0.0,0
2018-12-12,7.21,7.25,7.18,7.24,23877643,0.0,0
2018-12-13,7.25,7.63,7.23,7.52,114470478,0.0,0
2018-12-14,7.47,7.57,7.36,7.38,89530996,0.0,0
2018-12-17,7.41,7.54,7.4,7.47,54838157,0.0,0
2018-12-18,7.43,7.52,7.29,7.35,39301245,0.0,0
2018-12-19,7.38,7.42,7.28,7.29,26395217,0.0,0
2018-12-20,7.3,7.34,7.11,7.15,44533935,0.0,0
2018-12-21,7.13,7.18,7.11,7.15,26780922,0.0,0
2018-12-24,7.15,7.2,7.1,7.12,33316605,0.0,0
2018-12-25,7.05,7.05,6.82,6.93,40940928,0.0,0
2018-12-26,6.95,7.02,6.9,6.92,20057043,0.0,0
2018-12-27,7.02,7.04,6.88,6.92,36840686,0.0,0
2018-12-28,6.91,7.01,6.88,6.99,41954266,0.0,0
2019-01-02,7.0,7.04,6.8,6.87,37008995,0.0,0
2019-01-03,6.88,6.94,6.84,6.92,32593395,0.0,0
2019-01-04,6.86,7.02,6.86,7.01,40511613,0.0,0
2019-01-07,6.86,7.11,7.01,7.04,45759033,0.0,0
2019-01-08,7.04,7.1,7.03,7.05,22343002,0.0,0
2019-01-09,7.1,7.19,7.04,7.07,43018049,0.0,0
2019-01-10,7.05,7.08,7.0,7.02,23063529,0.0,0
2019-01-11,7.04,7.1,7.02,7.06,18371288,0.0,0
2019-01-14,7.05,7.06,7.0,7.01,23326003,0.0,0
2019-01-15,7.03,7.11,7.02,7.06,28628952,0.0,0
2019-01-16,7.08,7.09,7.03,7.06,17537251,0.0,0
2019-01-17,7.08,7.09,7.01,7.02,17974836,0.0,0
2019-01-18,7.06,7.09,7.01,7.07,28238187,0.0,0
2019-01-21,7.06,7.12,7.04,7.05,27551429,0.0,0
2019-01-22,7.05,7.05,6.9,6.91,35072930,0.0,0
2019-01-23,6.91,6.93,6.86,6.86,21267449,0.0,0
2019-01-24,6.88,6.88,6.62,6.72,70837332,0.0,0
2019-01-25,6.71,6.76,6.69,6.74,39181012,0.0,0
2019-01-28,6.74,6.81,6.68,6.71,30887899,0.0,0
2019-01-29,6.71,6.72,6.6,6.72,43879590,0.0,0
2019-01-30,6.72,6.74,6.64,6.69,36904962,0.0,0
2019-01-31,6.7,6.73,6.63,6.69,47836026,0.0,0
2019-02-01,6.69,6.72,6.65,6.72,34590712,0.0,0
2019-02-11,6.71,6.8,6.71,6.8,55590118,0.0,0
2019-02-12,6.8,6.88,6.77,6.85,52840065,0.0,0
2019-02-13,6.86,6.97,6.8,6.94,82805956,0.0,0
2019-02-14,6.93,6.98,6.9,6.94,52903721,0.0,0
2019-02-15,6.93,6.96,6.86,6.86,41844323,0.0,0
2019-02-18,6.9,7.02,6.9,7.01,66772489,0.0,0
2019-02-19,7.02,7.08,6.95,7.0,56335872,0.0,0
2019-02-20,7.01,7.02,6.95,7.01,43891230,0.0,0
2019-02-21,6.98,7.09,6.96,7.01,70449010,0.0,0
2019-02-22,6.98,7.05,6.94,7.05,59447291,0.0,0
2019-02-25,7.08,7.38,7.04,7.38,183162061,0.0,0
2019-02-26,7.35,7.88,7.28,7.47,223513468,0.0,0
2019-02-27,7.56,7.66,7.36,7.44,143048472,0.0,0
2019-02-28,7.42,7.48,7.33,7.36,77785641,0.0,0
2019-03-01,7.39,7.47,7.35,7.46,79018002,0.0,0
2019-03-04,7.54,7.68,7.47,7.52,167852165,0.0,0
2019-03-05,7.48,7.66,7.44,7.57,133954425,0.0,0
2019-03-06,7.58,7.75,7.53,7.64,187705961,0.0,0
2019-03-07,7.67,7.77,7.57,7.61,180018497,0.0,0
2019-03-08,7.5,7.5,7.23,7.24,143492341,0.0,0
2019-03-11,7.24,7.37,7.17,7.37,120847037,0.0,0
2019-03-12,7.4,7.5,7.33,7.42,138184189,0.0,0
2019-03-13,7.39,7.43,7.3,7.37,102134277,0.0,0
2019-03-14,7.36,7.42,7.21,7.28,77905390,0.0,0
2019-03-15,7.3,7.38,7.24,7.29,167630188,0.0,0
2019-03-18,7.33,7.57,7.31,7.55,187457071,0.0,0
2019-03-19,7.58,7.61,7.44,7.48,119393749,0.0,0
2019-03-20,7.45,7.49,7.32,7.43,98195748,0.0,0
2019-03-21,7.42,7.46,7.38,7.4,88067684,0.0,0
2019-03-22,7.43,7.44,7.31,7.38,77135540,0.0,0
