Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-05-02,8.08,8.2,8.0,8.05,1941076,0.0,0
2018-05-03,8.01,8.05,7.52,7.95,4073191,0.0,0
2018-05-04,7.91,8.02,7.75,7.88,2073892,0.0,0
2018-05-07,7.88,7.99,7.86,7.92,2098442,0.0,0
2018-05-08,7.96,8.06,7.96,8.01,2218496,0.0,0
2018-05-09,8.03,8.05,7.91,7.96,2017307,0.0,0
2018-05-10,7.98,8.0,7.8,7.85,2952706,0.0,0
2018-05-11,7.88,7.91,7.72,7.77,3119600,0.0,0
2018-05-14,7.78,7.92,7.75,7.86,3067600,0.0,0
2018-05-15,7.85,7.9,7.8,7.89,2012701,0.0,0
2018-05-16,7.89,7.89,7.76,7.8,1931247,0.0,0
2018-05-17,7.8,7.8,7.69,7.73,1783103,0.0,0
2018-05-18,7.77,7.8,7.69,7.77,1623736,0.0,0
2018-05-21,7.77,8.03,7.77,8.01,3786228,0.0,0
2018-05-22,7.94,8.66,7.91,8.51,10577671,0.0,0
2018-05-23,8.35,8.47,8.22,8.25,6557638,0.0,0
2018-05-24,8.25,8.41,8.15,8.27,3489119,0.0,0
2018-05-25,8.26,8.36,8.08,8.24,2861211,0.0,0
2018-05-28,8.14,8.22,7.92,8.05,3408760,0.0,0
2018-05-29,8.05,8.06,7.71,7.76,3638940,0.0,0
2018-05-30,7.7,7.71,7.34,7.4,3770609,0.0,0
2018-05-31,7.45,7.57,7.45,7.52,1922473,0.0,0
2018-06-01,7.51,7.54,7.33,7.43,3942761,0.0,0
2018-06-04,7.42,7.48,7.42,7.44,1612650,0.0,0
2018-06-05,7.47,7.48,7.38,7.48,1984884,0.0,0
2018-06-06,7.48,7.69,7.43,7.57,2283621,0.0,0
2018-06-07,7.6,7.64,7.47,7.49,1786909,0.0,0
2018-06-08,7.49,7.51,7.33,7.41,2209300,0.0,0
2018-06-11,7.47,7.7,7.35,7.67,4883206,0.0,0
2018-06-12,7.63,7.63,7.43,7.54,4561400,0.0,0
2018-06-13,7.51,7.51,7.34,7.35,2371630,0.0,0
2018-06-14,7.31,7.35,7.23,7.29,2428028,0.0,0
2018-06-15,7.28,7.28,6.98,7.02,3046820,0.0,0
2018-06-19,6.74,6.89,6.31,6.31,5239620,0.0,0
2018-06-20,5.82,6.27,5.82,5.96,6441172,0.0,0
2018-06-21,6.06,6.07,5.71,5.75,6185841,0.0,0
2018-06-22,5.75,5.89,5.74,5.75,6703147,0.0,0
2018-06-25,5.79,5.84,5.73,5.75,5740349,0.0,0
2018-06-26,5.76,5.81,5.62,5.67,9463200,0.0,0
2018-06-27,5.66,5.71,5.52,5.6,5936600,0.0,0
2018-06-28,5.52,5.67,5.51,5.59,3622501,0.0,0
2018-06-29,5.58,5.75,5.58,5.74,4271798,0.0,0
2018-07-02,5.74,5.82,5.61,5.66,3889088,0.0,0
2018-07-03,5.66,5.74,5.61,5.72,3596889,0.0,0
2018-07-04,5.75,5.75,5.62,5.65,3362292,0.0,0
2018-07-05,5.64,5.68,5.47,5.48,3372300,0.0,0
2018-07-06,5.49,5.52,5.2,5.42,5691301,0.0,0
2018-07-09,5.51,5.68,5.41,5.66,4817928,0.0,0
2018-07-10,5.68,5.85,5.67,5.76,5183510,0.0,0
2018-07-11,5.65,5.72,5.59,5.63,3678521,0.0,0
2018-07-12,5.59,5.77,5.59,5.75,3703389,0.0,0
2018-07-13,5.75,5.92,5.71,5.87,4690740,0.0,0
2018-07-16,5.92,6.01,5.82,5.88,3572403,0.0,0
2018-07-17,5.99,6.01,5.76,5.82,3497398,0.23,0
2018-07-18,5.92,5.92,5.79,5.81,2766826,0.0,0
2018-07-19,5.91,5.91,5.7,5.72,2040610,0.0,0
2018-07-20,5.8,5.81,5.64,5.75,3077205,0.0,0
2018-07-23,5.79,5.88,5.72,5.87,4892681,0.0,0
2018-07-24,5.83,6.1,5.82,6.02,9602574,0.0,0
2018-07-25,6.09,6.09,5.95,5.97,6504317,0.0,0
2018-07-26,5.97,6.07,5.96,5.99,11231259,0.0,0
2018-07-27,5.99,6.15,5.95,5.98,13737128,0.0,0
2018-07-30,5.97,6.04,5.84,5.93,10222039,0.0,0
2018-07-31,5.93,6.04,5.88,5.97,6011423,0.0,0
2018-08-01,5.97,6.01,5.82,5.84,6121907,0.0,0
2018-08-02,5.8,5.83,5.43,5.61,8430044,0.0,0
2018-08-03,5.58,5.61,5.45,5.48,5335142,0.0,0
2018-08-06,5.48,5.53,5.4,5.49,3810400,0.0,0
2018-08-07,5.49,5.69,5.44,5.67,5620516,0.0,0
2018-08-08,5.65,5.83,5.6,5.69,5374434,0.0,0
2018-08-09,5.69,5.98,5.62,5.9,9287393,0.0,0
2018-08-10,5.9,5.93,5.82,5.86,4330426,0.0,0
2018-08-13,5.8,5.82,5.73,5.78,3350801,0.0,0
2018-08-14,5.8,5.83,5.73,5.79,2958533,0.0,0
2018-08-15,5.79,5.81,5.64,5.65,2953212,0.0,0
2018-08-16,5.62,5.65,5.5,5.56,3541142,0.0,0
2018-08-17,5.59,5.63,5.52,5.54,2506020,0.0,0
2018-08-20,5.56,5.59,5.49,5.58,2745241,0.0,0
2018-08-21,5.58,5.66,5.53,5.62,2561900,0.0,0
2018-08-22,5.61,5.64,5.56,5.59,1780863,0.0,0
2018-08-23,5.6,5.64,5.56,5.62,1969300,0.0,0
2018-08-24,5.62,5.62,5.55,5.57,1997300,0.0,0
2018-08-27,5.6,5.68,5.6,5.67,3119845,0.0,0
2018-08-28,5.66,5.71,5.64,5.7,2292367,0.0,0
2018-08-29,5.7,5.71,5.59,5.62,3354310,0.0,0
2018-08-30,5.61,5.65,5.56,5.58,2447664,0.0,0
2018-08-31,5.57,5.59,5.48,5.5,2917827,0.0,0
2018-09-03,5.51,5.51,5.42,5.47,2187708,0.0,0
2018-09-04,5.47,5.69,5.42,5.6,4097348,0.0,0
2018-09-05,5.6,5.62,5.53,5.56,2519989,0.0,0
2018-09-06,5.56,5.57,5.45,5.47,2308851,0.0,0
2018-09-07,5.5,5.53,5.45,5.51,2217503,0.0,0
2018-09-10,5.51,5.53,5.46,5.47,1388600,0.0,0
2018-09-11,5.43,5.47,5.36,5.42,2369126,0.0,0
2018-09-12,5.41,5.46,5.4,5.43,2034913,0.0,0
2018-09-13,5.47,5.51,5.41,5.47,2128711,0.0,0
2018-09-14,5.47,5.5,5.44,5.46,1795745,0.0,0
